Date,"Alcoholic beverages, tobacco products and recreational cannabis",All-items,All-items excluding food,All-items excluding food and energy,Clothing and footwear,Food,Health and personal care,"Household operations, furnishings and equipment","Recreation, education and reading",Shelter,Transportation
Sep-93,0.121065375,0.116686114,0.233100233,0.230149597,0.104166667,0.11820331,0.224215247,0.225225225,0.246609125,0,0.130208333
Oct-93,-0.120918984,0.233100233,0.23255814,0.114810563,-0.104058273,0.118063754,0.33557047,0.337078652,0.49200492,0.449438202,-0.130039012
Nov-93,-0.121065375,0.11627907,0.116009281,0.229357798,0.208333333,0.117924528,-0.334448161,-0.111982083,0.244798042,0.111856823,2.604166667
Dec-93,0,0,0,0.114416476,0.207900208,0.11778563,0.33557047,-0.112107623,0.488400488,0.111731844,-0.253807107
Jan-94,-0.121212121,-0.116144019,-0.115874855,-0.114285714,0.10373444,-0.117647059,0,-0.336700337,0.364520049,-0.111607143,-0.763358779
Feb-94,-17.11165049,-0.813953488,-0.696055684,-0.915331808,0.207253886,-0.471142521,0.334448161,0.225225225,0.242130751,0,1.282051282
Mar-94,-0.292825769,0,0,0,0.413650465,-0.355029586,-0.111111111,-0.224719101,0.241545894,-0.111731844,0
Apr-94,-0.587371512,0,0,0,-0.102986612,0.237529691,0.111234705,0.112612613,0.120481928,-0.559284116,0.506329114
May-94,-0.443131462,-0.117233294,-0.23364486,-0.115473441,-0.824742268,0,0,-0.449943757,-0.120336943,0.112485939,0
Jun-94,0,0.117370892,0.351288056,0.115606936,0.831600832,0,-0.111111111,0.225988701,0.120481928,0.224719101,0.755667506
Jul-94,-0.148367953,0.351699883,0,0,0.515463918,0.592417062,-0.667408231,-0.112739572,-0.120336943,0,1.125
Aug-94,0,0.23364486,0.233372229,0.115473441,-0.717948718,0.35335689,0.111982083,0,0.361445783,0.224215247,0.370828183
Sep-94,0,0.116550117,0.116414435,0.230680507,-0.516528926,-0.117370892,0.447427293,0.451467269,0.600240096,0,-0.369458128
Oct-94,0.14858841,-0.116414435,-0.11627907,0,-0.20768432,0.352526439,-0.222717149,0,0.357995227,0.33557047,-0.86526576
Nov-94,0.148367953,0.34965035,0.349243306,0.345224396,0.208116545,0,0.111607143,0.112359551,0.594530321,0.11148272,2.244389027
Dec-94,0,0.348432056,0.464037123,0.458715596,1.453790239,-0.117096019,-0.11148272,0.448933782,0.591016548,0.334075724,0.487804878
Jan-95,0,0.231481481,0.115473441,0.228310502,-0.511770727,1.055099648,0.223214286,0.111731844,0,0.110987791,0.36407767
Feb-95,0.148148148,0.461893764,0.346020761,0.341685649,0,0.464037123,-0.111358575,0.223214286,0.470035253,0,0.483675937
Mar-95,0.887573964,0.229885057,0.344827586,0.227014756,-0.823045267,0.230946882,-0.11148272,0.334075724,0.584795322,0.110864745,0.481347774
Apr-95,0.146627566,0.229357798,0.229095074,0.113250283,0.622406639,0.921658986,-0.223214286,0.221975583,0.23255814,-0.221483942,0.359281437
May-95,0.439238653,0.343249428,0.342857143,0.339366516,-0.206185567,-0.684931507,0,0.332225914,0.232018561,0.221975583,1.193317422
Jun-95,0.145772595,0,0,0.225479143,-0.309917355,0,0,-0.110375276,0.231481481,0.221483942,0
Jul-95,0.436681223,0.114025086,0.113895216,0,0,0,0.33557047,0.220994475,0.692840647,0,0
Aug-95,0,-0.113895216,0,0.224971879,-0.207253886,-0.344827586,0,0.220507166,0,0,-0.471698113
Sep-95,0.144927536,0.114025086,0.227531286,0.112233446,0.726895119,0.346020761,-0.334448161,0,0.114678899,0,0.355450237
Oct-95,0.434153401,0,-0.113507378,0,-0.515463918,0,0.223713647,0.440044004,-0.229095074,-0.110497238,-0.354191263
Nov-95,0,0.113895216,0.113636364,0.112107623,0.725388601,-0.344827586,0,0,1.148105626,0.221238938,1.066350711
Dec-95,0,0,0,-0.111982083,-1.131687243,0.346020761,0.111607143,0.109529025,-1.021566402,0,0.586166471
Jan-96,0,0.113765643,0.113507378,0.224215247,0.104058273,-0.114942529,0,0.437636761,0.458715596,0,0
Feb-96,0.144092219,0.113636364,0.22675737,0.111856823,0.207900208,0.115074799,0,0,0,0,0
Mar-96,0.143884892,0.454029512,0.226244344,0.111731844,0.10373444,0.344827586,0.11148272,0.435729847,0.114155251,0,0.815850816
Apr-96,0.143678161,0.225988701,0.338600451,0.223214286,-0.518134715,1.030927835,0.111358575,-0.10845987,0.342075257,-0.110375276,1.040462428
May-96,0.286944046,0.225479143,0.449943757,0.222717149,0.625,-0.566893424,0,0.325732899,0.340909091,0.110497238,1.258581236
Jun-96,0.143061516,0,-0.223964166,0,-1.035196687,0.342075257,0.111234705,0.432900433,0.113250283,-0.220750552,-0.677966102
Jul-96,0.285714286,0,0,0.111111111,0.523012552,-0.113636364,0,0.107758621,0.791855204,0.110619469,-1.023890785
Aug-96,0,0.112485939,0,0.110987791,-0.104058273,0.227531286,0.222222222,0.322927879,0.336700337,-0.220994475,0.229885057
Sep-96,0.142450142,0.112359551,0.112233446,0.110864745,0.520833333,0.340522134,0.22172949,-0.321888412,0.111856823,0.221483942,0.114678899
Oct-96,0,0.336700337,0.224215247,0,0.207253886,0.56561086,0,-0.215285253,0.223463687,0.44198895,0.114547537
Nov-96,0,0.33557047,0.559284116,0.442967885,-0.103412616,0.337457818,0.331858407,0.107874865,0,-0.330033003,3.318077803
Dec-96,1.706970128,0.22296544,0.22246941,0.220507166,0.310559006,-0.33632287,0,0.215517241,0.334448161,0.220750552,0.332225914
Jan-97,0,0.111234705,0.110987791,0.110011001,-0.619195046,0,0.110253583,0.537634409,0.333333333,0.110132159,-0.110375276
Feb-97,0.27972028,0.111111111,0.110864745,0,0,0.337457818,0.330396476,-0.213903743,-0.110741971,0,-0.220994475
Mar-97,0.278940028,0.110987791,0.221483942,0.21978022,0.62305296,0,0.219538968,0.321543408,0.44345898,0,0.110741971
Apr-97,0,0,0,0.219298246,1.135190918,-0.33632287,0.328587076,0,0,0,-0.331858407
May-97,0.139082058,0,0,0,0.102040816,0.224971879,-0.109170306,0,0,-0.220022002,0
Jun-97,0.416666667,0.110864745,0.110497238,0.437636761,0,0,0.43715847,-0.106837607,0.993377483,0.110253583,0.332963374
Jul-97,-0.276625173,0.110741971,-0.110375276,-0.326797386,-0.407747197,0.561167228,-0.108813928,0.106951872,-0.655737705,0,-0.553097345
Aug-97,0.554785021,0.221238938,0.220994475,0.109289617,0.511770727,0,0,0,0.220022002,-0.220264317,1.001112347
Sep-97,0.137931034,0,0.110253583,0.109170306,-0.610997963,0,0,0.213675214,0.329308452,0,0.110132159
Oct-97,0.41322314,0,0,0.109051254,0.614754098,0.111607143,0.217864924,0.319829424,0.10940919,0.110375276,-0.770077008
Nov-97,0.274348422,-0.110375276,-0.330396476,-0.108932462,-0.203665988,0.334448161,0.326086957,-0.212539851,-0.109289617,0,0.332594235
Dec-97,-0.136798906,0.110497238,0.331491713,0,0.204081633,-0.111111111,0.325027086,0.532481363,0.218818381,0.110253583,-0.331491713
Jan-98,0.273972603,0.55187638,0.330396476,0.54525627,0.509164969,1.223581758,0.215982721,1.059322034,0.545851528,0.110132159,0
Feb-98,1.639344262,0,0.109769484,0.21691974,0,-0.659340659,0,-0.104821803,0.868621064,-0.220022002,-0.44345898
Mar-98,0.134408602,0,-0.109649123,0,-0.303951368,0.110619469,0.215517241,-0.209863589,0,0.220507166,-0.334075724
Apr-98,0.134228188,-0.109769484,0,0.108225108,-0.304878049,-0.110497238,0.107526882,0,0,0,-0.111731844
May-98,0.134048257,0.10989011,0.219538968,0.108108108,0.203873598,0.221238938,0.214822771,0,0.430570506,0,0.447427293
Jun-98,0,0.109769484,0,0,0.610376399,0.441501104,0.214362272,-0.210304942,-0.107181136,0,0
Jul-98,0.401606426,0,0.109529025,0.107991361,-0.202224469,-0.21978022,0.320855615,0,-0.214592275,0.110011001,-0.222717149
Aug-98,0.4,0.109649123,0,0.21574973,0.506585613,0,0.106609808,0,0.107526882,0.10989011,-0.223214286
Sep-98,0.26560425,-0.21905805,-0.218818381,0,-0.907258065,0,0.212992545,0.421496312,-0.214822771,-0.109769484,-0.223713647
Oct-98,0.264900662,0.54884742,0.438596491,0.107642626,1.119023398,0.220264317,0,-0.419727177,0.430570506,0.659340659,0.448430493
Nov-98,0.132100396,0,0,0,0,0.549450549,0.318809777,0.105374078,0,0,0.558035714
Dec-98,-0.131926121,0,0,0,-0.402414487,-0.218579235,0,0.105263158,0.214362272,0.109170306,-0.665926748
Jan-99,0.132100396,0.218340611,0.218340611,0.215053763,0.606060606,0.876232202,0.211864407,-0.105152471,-0.106951872,0.109051254,-0.111731844
Feb-99,0,0,0,0.107296137,-0.301204819,-0.325732899,0,0.315789474,0.107066381,0,-0.223713647
Mar-99,0.131926121,0.217864924,0.217864924,0.214362272,0.503524673,0,0.105708245,0,0.106951872,0,1.121076233
Apr-99,0.395256917,0.543478261,0.652173913,0.320855615,0.300601202,0.217864924,0.422386484,0.104931794,0.320512821,0.326797386,1.884700665
May-99,0.131233596,0.108108108,0,0.106609808,0.0999001,-0.108695652,0.210304942,0.419287212,0.319488818,-0.217155266,0.435255713
Jun-99,0.131061599,0,0.107991361,0.106496273,0.099800399,0.108813928,0.104931794,0.208768267,0.42462845,0.108813928,-0.325027086
Jul-99,0.261780105,0.215982721,0.431499461,0,0,-0.108695652,0.209643606,-0.104166667,0.21141649,0.108695652,0.869565217
Aug-99,-0.130548303,0.431034483,0.429645542,0.212765957,0.398803589,-0.108813928,0.10460251,0,0.210970464,0.217155266,1.293103448
Sep-99,0.130718954,0.321888412,0.320855615,0.42462845,0,0.326797386,0.208986416,0.208550574,0.526315789,0.541711809,0.531914894
Oct-99,0.130548303,0.106951872,0.106609808,-0.105708245,-0.297914598,0.325732899,-0.104275287,0.208116545,0.104712042,0.215517241,0
Nov-99,0.391134289,0.106837607,0,0,-0.099601594,-0.108225108,0,0,0.313807531,0.107526882,0.211640212
Dec-99,0.909090909,0.320170758,0.425985091,0.105820106,-0.498504487,0,0.313152401,-0.10384216,0,0.429645542,0.739176346
Jan-00,0.257400257,0,0.106044539,0,0.601202405,-0.541711809,0.208116545,-0.415800416,0,0.320855615,-0.733752621
Feb-00,0.128369705,0.319148936,0.529661017,0.21141649,-0.298804781,0,0,0.313152401,0.104275287,0.639658849,0.950369588
Mar-00,0.512820513,0.530222694,0.316122234,0.210970464,-0.1998002,0.326797386,0.20768432,0.208116545,0.3125,0.105932203,1.987447699
Apr-00,0.255102041,-0.421940928,-0.31512605,0,-0.4004004,0.217155266,-0.103626943,-0.20768432,0.10384216,0,-1.435897436
May-00,-0.127226463,0.31779661,0.210748156,0.210526316,0.703517588,0.541711809,0.31120332,0.104058273,0.20746888,0.211640212,0.520291363
Jun-00,0.50955414,0.633579725,0.630914826,0.210084034,0.299401198,0.323275862,-0.103412616,0.311850312,0.517598344,0.316789863,1.449275362
Jul-00,0.380228137,0.314795383,0.313479624,0.104821803,-0.199004975,0.537056928,0.310559006,0.518134715,0.205973223,0.526315789,-0.408163265
Aug-00,0,-0.10460251,-0.208333333,0.104712042,-0.299102692,0.534188034,0.412796698,0.103092784,0.102774923,0.314136126,-0.922131148
Sep-00,0.505050505,0.418848168,0.521920668,0.209205021,0.5,0.212539851,0,-0.205973223,0.102669405,0.521920668,1.447776629
Oct-00,0,0.417101147,0.41536864,0.104384134,0.099502488,0,0.308324769,0.309597523,0.205128205,0.934579439,-0.305810398
Nov-00,0.251256281,0.5192108,0.620475698,0.417101147,-0.298210736,0,0.204918033,0.205761317,0,0.514403292,1.942740286
Dec-00,0.37593985,0.20661157,0.102774923,0.10384216,1.296111665,1.060445387,0,0,0.204708291,0.409416581,-1.203610832
Jan-01,0.374531835,-0.206185567,-0.205338809,0.10373444,-0.590551181,-0.314795383,0.408997955,0,0.306435138,-0.611620795,-0.913705584
Feb-01,0.124378109,0.103305785,0,0.207253886,0.198019802,0.947368421,0.203665988,0.205338809,0,-0.102564103,0.204918033
Mar-01,0.372670807,0.206398349,-0.102880658,0,-0.098814229,0.729927007,0.203252033,0.102459016,0.101832994,0.924024641,-1.022494888
Apr-01,3.712871287,0.720906282,0.823892894,0.310237849,-0.296735905,0.310559006,0,0.511770727,0.305188199,0.610376399,1.549586777
May-01,1.193317422,0.613496933,0.612870276,0.103092784,-0.297619048,0.619195046,0.101419878,0.305498982,0,1.11223458,1.424211597
Jun-01,0.235849057,0,0,0.205973223,0,0,0.506585613,0.203045685,0,0.3,-0.802407222
Jul-01,0.352941176,-0.304878049,-0.304568528,0.205549846,0.7960199,0.41025641,0.201612903,0,-0.101419878,-0.398803589,-1.921132457
Aug-01,0.82063306,0.101936799,0.101832994,0.205128205,0.098716683,0.102145046,-0.60362173,0.202634245,0.101522843,0,0.412371134
Sep-01,0.23255814,0.203665988,0.2034588,0.204708291,-0.493096647,0.204081633,0.20242915,0.404448938,-0.202839757,-0.3003003,1.540041068
Oct-01,0.464037123,-0.304878049,-0.406091371,0,-0.792864222,0.203665988,0.505050505,0,-0.406504065,0.200803213,-2.022244692
Nov-01,4.387990762,-0.713557594,-0.815494393,-0.102145046,-0.1998002,-0.304878049,-0.201005025,-0.201409869,0.204081633,-1.402805611,-2.57997936
Dec-01,0.221238938,0.308008214,0.205549846,0.204498978,0.2002002,0.611620795,0,0.403632694,0.407331976,0.508130081,-0.741525424
Jan-02,0.441501104,0.409416581,0.41025641,0.102040816,-1.298701299,0.607902736,-0.100704935,0.100502513,0.101419878,0.404448938,0.747065101
Feb-02,0.549450549,0.305810398,0.102145046,0.305810398,1.315789474,0.805639476,0.302419355,-0.100401606,0.40526849,0.100704935,0.423728814
Mar-02,1.420765027,0.406504065,0.510204082,0.304878049,0.0999001,-0.3996004,0,0.301507538,0.201816347,0,2.426160338
Apr-02,2.262931034,0.708502024,0.812182741,0.506585613,0.698602794,0.501504514,0.201005025,0,0,-0.301810865,2.471678682
May-02,0.842992624,-0.100502513,0,0.302419355,-0.594648167,-0.598802395,0.200601805,0.100200401,0.503524673,0.302724521,0.301507538
Jun-02,4.493207941,0.201207243,0.302114804,0.40201005,0.099700897,0.100401606,0.3003003,0.2002002,0.100200401,0,-0.100200401
Jul-02,4.5,0.702811245,0.803212851,0.500500501,0.099601594,0.100300903,-0.299401198,0.1998002,0.500500501,0.100603622,1.003009027
Aug-02,0.28708134,0.398803589,0.498007968,0.298804781,-0.39800995,0.300601202,0.2002002,0.099700897,0.099601594,0.804020101,1.191658391
Sep-02,0.286259542,0.099304866,0.099108028,0.198609732,0,0.0999001,0.0999001,-0.498007968,0,0.398803589,-0.098135427
Oct-02,1.141769743,0.496031746,0.594059406,0.198216056,-0.1998002,-0.299401198,0.299401198,0.1001001,0,1.092353525,0.785854617
Nov-02,0.470366886,0.296150049,0.295275591,0.296735905,-0.1001001,0.800800801,0.099502488,0.4,0.39800995,-0.098231827,0.877192982
Dec-02,-0.187265918,-0.098425197,-0.294406281,0.295857988,-1.102204409,0,0.099403579,0,0,-1.474926254,0.676328502
Jan-03,0.469043152,0.886699507,1.082677165,0.294985251,-0.40526849,0.595829196,0.198609732,0,0.198216056,1.896207585,1.343570058
Feb-03,1.027077498,0.48828125,0.486854917,0.196078431,0.1017294,0.098716683,0.099108028,0.199203187,0.296735905,0.391772772,1.515151515
Mar-03,0.462107209,0.09718173,0,0,0.203252033,0.098619329,-0.198019802,-0.099403579,-0.690335306,0.682926829,0.373134328
Apr-03,0.459981601,-0.67961165,-0.678294574,0,-0.507099391,-0.197044335,0.198412698,0,-0.198609732,-0.775193798,-1.951672862
May-03,0.457875458,-0.195503421,-0.195121951,0.195694716,0.815494393,0.394866732,0.099009901,0,-0.199004975,0.48828125,-1.421800948
Jun-03,0.273473108,0.195886386,0.097751711,-0.09765625,-1.516683519,0,-0.197823937,0.099502488,0.099700897,0.485908649,-0.192307692
Jul-03,0.181818182,0.195503421,0.1953125,0,0.410677618,0.098328417,0.099108028,0.099403579,-0.199203187,-0.096711799,0.289017341
Aug-03,0.362976407,0.292682927,0.389863548,0.195503421,-0.408997955,-0.098231827,0.693069307,0.099304866,0.199600798,0.096805421,1.729106628
Sep-03,0.361663653,0.194552529,0.194174757,0.292682927,0.410677618,0.196656834,0.098328417,0.198412698,0.298804781,0.193423598,-0.283286119
Oct-03,0.09009009,-0.097087379,-0.19379845,0.291828794,0.102249489,0,0,0.198019802,0.297914598,0.28957529,-1.609848485
Nov-03,0.270027003,0.19436346,0.388349515,0.09699321,0.919305414,0.196270854,0.294695481,-0.098814229,0.297029703,0,0.866217517
Dec-03,1.97486535,0.484966052,0.386847195,0,0.101214575,0.391772772,0,0,-0.296150049,0.481231954,-0.095419847
Jan-04,0.528169014,0.096525097,0.096339114,0.19379845,0.303336704,-0.097560976,0.195886386,0,-0.099009901,-0.095785441,1.050620821
Feb-04,0.175131349,0,-0.096246391,-0.096711799,-0.705645161,0.1953125,-0.097751711,0.098911968,0.099108028,0.287631831,-0.189035917
Mar-04,0.34965035,0,0.096339114,0.096805421,-0.203045685,-0.097465887,0.489236791,-0.098814229,0.198019802,0,0.568181818
Apr-04,0.522648084,0.289296046,0.384985563,0.193423598,-0.2034588,-0.292682927,0.097370983,0.395647873,-0.098814229,0.478011472,0.470809793
May-04,0.086655113,0.673076923,0.767018217,0.193050193,0.101936799,0.782778865,0,-0.197044335,0.098911968,0.190294957,3.28022493
Jun-04,0.519480519,0.095510984,0,0,0.101832994,0.67961165,0.097276265,-0.197433366,0,0.379867047,-0.725952813
Jul-04,0.258397933,0,-0.095147479,0.096339114,-1.017293998,0.192864031,0.09718173,0,-0.098814229,0.283822138,-0.548446069
Aug-04,0.343642612,-0.095419847,-0.19047619,-0.096246391,0.205549846,0.384985563,-0.194174757,0,-0.197823937,0.188679245,-1.102941176
Sep-04,0.085616438,0.095510984,0,0.289017341,0.102564103,0.383509108,0.389105058,0.098911968,0.198216056,0.282485876,-0.650557621
Oct-04,0.256629598,0.381679389,0.477099237,0.096061479,0.512295082,0.573065903,-0.096899225,0,0,0.469483568,0.654817587
Nov-04,0,0.475285171,0.474833808,0.19193858,-0.305810398,0.284900285,-0.290979631,0.098814229,0.098911968,0.373831776,1.394052045
Dec-04,0.085324232,0.094607379,0,0.191570881,-0.613496933,0,0.583657588,0.098716683,0,0.09310987,-0.54995417
Jan-05,0.341005968,0,0,0.095602294,-0.102880658,-0.473484848,0,0.098619329,-0.098814229,0,0.276497696
Feb-05,0,0.094517958,0.378071834,0.095510984,0.926879506,-0.190294957,0.386847195,-0.098522167,-0.197823937,0.186046512,0.459558824
Mar-05,0.679694138,0.283286119,0.094161959,0.095419847,0.612244898,0.476644423,0.289017341,0.098619329,-0.099108028,0.371402043,0.914913083
Apr-05,0,0.188323917,0.094073377,-0.095328885,-1.014198783,1.043643264,0.288184438,-0.098522167,0.099206349,0.277520814,0.815956482
May-05,0.337552743,-0.093984962,-0.187969925,0.190839695,-0.102459016,-0.093896714,-0.095785441,0.197238659,-0.396432111,0.184501845,-0.269784173
Jun-05,0.168208579,0.282220132,0.470809793,0.19047619,0.41025641,0.093984962,0.287631831,0.196850394,0.199004975,0.184162063,0.360685302
Jul-05,0.251889169,0.187617261,0.187441425,0,-0.408580184,0,0.382409178,0,0.099304866,0.551470588,0.449236298
Aug-05,0.167504188,0.468164794,0.467726848,0.190114068,0.102564103,0.375586854,0,0,0,-0.091407678,1.878354204
Sep-05,0.334448161,0.931966449,1.210428305,0.09487666,0.512295082,-0.09354537,-0.19047619,0.196463654,0.099206349,0.640439158,2.458296752
Oct-05,-0.083333333,-0.184672207,-0.367985281,0.09478673,-0.917431193,0.374531835,0.190839695,-0.294117647,-0.099108028,0.636363636,-2.313624679
Nov-05,0.250208507,-0.185013876,-0.184672207,0.284090909,-1.131687243,-0.093283582,0.19047619,0.491642085,-0.099206349,0.090334237,-0.701754386
Dec-05,-0.249584027,0.092678406,0.092506938,0.094428706,1.040582726,0.280112045,0.190114068,0,0.099304866,-0.270758123,-0.088339223
Jan-06,0.083402836,0.833333333,0,0.188679245,-0.926879506,0.465549348,0,0.293542074,0.099206349,1.176470588,1.414677277
Feb-06,0.416666667,-0.367309458,-0.184842884,0.094161959,-0.51975052,0,0.09487666,-0.195121951,-0.198216056,-0.089445438,-1.743679163
Mar-06,0.829875519,0.092165899,0.648148148,0.188146754,0.835945664,0.185356812,0.18957346,-0.097751711,0,0.17905103,1.330967169
Apr-06,0.329218107,0.460405157,0.735970561,0.093896714,-0.932642487,0,0,-0.097847358,0,0.268096515,3.239929947
May-06,-0.082034454,0.091659028,0.365296804,0.187617261,0.836820084,0.185013876,0.094607379,0.195886386,0.297914598,0.713012478,-0.084817642
Jun-06,0,-0.091575092,-0.272975432,-0.093632959,-0.829875519,0.27700831,0.094517958,-0.097751711,-0.297029703,-0.17699115,-0.424448217
Jul-06,-0.246305419,0.091659028,0.091240876,-0.093720712,-0.732217573,0.184162063,-0.188857413,-0.587084149,-0.297914598,0.354609929,0.852514919
Aug-06,0.24691358,0.183150183,0.182315406,0.281425891,0.948366702,0.459558824,-0.094607379,0.295275591,-0.099601594,0.265017668,-0.253592561
Sep-06,0.164203612,-0.365630713,-0.545950864,0.187090739,0.208768267,0.365965233,0.378787879,0.098135427,-0.099700897,0.440528634,-4.406779661
Oct-06,0.163934426,0.091743119,-0.365965233,0.280112045,-0.104166667,0.455788514,0.188679245,0.196078431,0.099800399,0.087719298,-0.975177305
Nov-06,0.081833061,0.366636114,0.183654729,0.09310987,0.104275287,0.181488203,0.188323917,0.097847358,0.398803589,0,0.895255148
Dec-06,0.735895339,0.365296804,0.183318057,0.093023256,-0.9375,-0.452898551,0,0,0.099304866,0.438212095,1.242236025
Jan-07,0.811688312,0.272975432,-0.182982617,0.371747212,1.366982124,0.636942675,0.187969925,0.293255132,0.396825397,0.17452007,-0.701139351
Feb-07,0,0.362976407,0.54995417,0.185185185,-0.726141079,1.537070524,0.09380863,0.194931774,0.098814229,0.087108014,0.79435128
Mar-07,-0.080515298,0.542495479,1.093892434,0.184842884,-0.104493208,-0.267141585,-0.093720712,0.194552529,0.197433366,0.43516101,3.064798599
Apr-07,0.322320709,0.269784173,0.450856628,0.276752768,1.778242678,0.089285714,0.09380863,0,-0.098522167,0.693240901,0.764655905
May-07,0.562248996,0,0.538599641,0.09199632,-1.438848921,0,0.281162137,-0.097087379,0.197238659,-0.17211704,1.770657673
Jun-07,0.399361022,-0.179372197,-0.178571429,0.091911765,-1.355578728,-0.178412132,0.46728972,0.19436346,0.196850394,0.689655172,-1.242750621
Jul-07,0.238663484,0.08984726,0.089445438,0.275482094,1.585623679,0,0,0.290979631,0.196463654,0.171232877,-0.587248322
Aug-07,0.079365079,-0.089766607,-0.17873101,0.091575092,-0.416233091,0,0.093023256,0.386847195,0,0.512820513,-1.856540084
Sep-07,0.396510706,0.359389039,0.358102059,0.182982617,-0.731452456,-0.089365505,0,-0.289017341,0,0.170068027,0.515907137
Oct-07,-0.236966825,0.17905103,-0.267618198,-0.091324201,0.210526316,-0.089445438,0.092936803,-0.096618357,0,0.764006791,-1.454234388
Nov-07,0.158353127,0.268096515,0.178890877,0,0.210084034,0,0,0,0.098039216,0.084245998,1.302083333
Dec-07,-0.23715415,0.356506239,0,0.091407678,0.104821803,0.089525515,0.185701021,0.290135397,-0.097943193,0.336700337,0.685518423
Jan-08,0.158478605,-0.177619893,0.446428571,-0.091324201,-1.151832461,0.268336315,-0.092678406,-0.096432015,-0.392156863,0,1.021276596
Feb-08,0.316455696,0.177935943,0.088888889,0.182815356,0.105932203,0.356824264,0.092764378,0.386100386,0.393700787,0.33557047,-0.252737995
Mar-08,-0.157728707,0.177619893,0.26642984,0.091240876,-0.317460317,0.266666667,0.370713624,-0.096153846,0,0.418060201,-0.337837838
Apr-08,0.078988942,0.443262411,0.442869796,0.182315406,-0.743099788,0.265957447,0,0.288739172,0.098039216,0.915903414,1.355932203
May-08,0.552486188,0.706090026,0.617283951,0.090991811,-0.748663102,1.061007958,0,0,0.293829579,0.330033003,1.755852843
Jun-08,0.235478807,0.701139351,0.701139351,0.272727273,1.293103448,0.787401575,0,0.09596929,-0.09765625,0.575657895,1.88989318
Jul-08,-0.078308536,0.43516101,0.261096606,0.090661831,0.85106383,0.694444444,0.092336103,0.191754554,-0.097751711,0.817661488,0
Aug-08,-0.078369906,0,-0.173611111,0.18115942,-0.52742616,0.689655172,0.830258303,0,0.293542074,0.405515004,-1.290322581
Sep-08,0.392156863,0.086655113,0,0,-0.318133616,1.02739726,-0.091491308,0.861244019,-0.097560976,-0.56542811,-0.081699346
Oct-08,0,-0.692640693,-0.956521739,-0.180831826,-1.382978723,0.423728814,0.091575092,-0.189753321,-0.1953125,0.081234768,-3.270645953
Nov-08,0.390625,-0.348735833,-0.7023705,0.543478261,0.21574973,1.012658228,0.54894785,0.380228137,-0.195694716,0.162337662,-3.465765004
Dec-08,0.155642023,-0.349956255,-0.442086649,0.09009009,-0.215285253,0.167084378,0.181983621,0.189393939,0,0,-2.189141856
Jan-09,0.388500389,-0.175592625,-0.26642984,-0.360036004,1.618122977,0.417014178,0.454132607,0.094517958,-0.098039216,-0.243111831,-1.700984781
