Date,"Alcoholic beverages, tobacco products and recreational cannabis",All-items,All-items excluding food,All-items excluding food and energy,Clothing and footwear,Food,Health and personal care,"Household operations, furnishings and equipment","Recreation, education and reading",Shelter,Transportation
Feb-09,0,0.35180299,0.445235975,0.27100271,0.212314225,0.49833887,0.090415913,0.283286119,0.490677134,0.081234768,1.548269581
Mar-09,0.386996904,-0.087642419,-0.265957447,0.09009009,-0.423728814,0.330578512,0.180668473,0.376647834,0.09765625,-0.487012987,-0.717488789
Apr-09,0,-0.263157895,-0.355555556,0.090009001,0,0.082372323,0.090171326,0.469043152,0.390243902,-0.978792822,-0.81300813
May-09,1.156515035,0.439753738,0.44603033,0.179856115,-0.638297872,0,0.810810811,0.373482726,0.29154519,0,1.639344262
Jun-09,0.304878049,0.437828371,0.621669627,0.179533214,-0.96359743,0.082304527,0.536193029,-0.093023256,-0.096899225,-0.082372323,2.688172043
Jul-09,-0.075987842,-0.348735833,-0.52956752,0,0.864864865,0,0,-0.09310987,0.09699321,-0.329760923,-1.396160558
Aug-09,-0.076045627,0.174978128,0.354924579,0,-0.428724544,-0.164473684,-0.266666667,-0.18639329,0.096899225,0.165425972,1.238938053
Sep-09,-0.076103501,0.087336245,0,0,0,-0.164744646,1.158645276,0.56022409,0.096805421,-0.165152766,-0.786713287
Oct-09,0.076161462,0.17452007,0.265251989,0.089605735,-0.107642626,0.082508251,-0.440528634,0.185701021,0.290135397,0.248138958,0.969162996
Nov-09,-0.076103501,0.522648084,0.617283951,0.17905103,1.185344828,0.412201154,0.353982301,0.556070436,0.096432015,0.082508251,1.483420593
Dec-09,-0.076161462,0,0,0,-0.425985091,0.246305419,0,-0.64516129,-0.096339114,0,0.60189166
Jan-10,-0.076219512,0.346620451,0.350569676,0.17873101,-0.748663102,0.081900082,0.617283951,0.278293135,-0.192864031,0.412201154,0.512820513
Feb-10,0.228832952,0.086355786,0.087336245,0.44603033,-0.969827586,0.163666121,-0.087642419,0,2.028985507,0,-0.085034014
Mar-10,0.076103501,-0.258843831,-0.34904014,-0.444049734,0.108813928,0.408496732,-0.263157895,0,-2.272727273,-0.082101806,-0.595744681
Apr-10,0.228136882,0,0.087565674,0.356824264,0.652173913,-0.16273393,0.615655233,0.185013876,0.096899225,0.575184881,-0.770547945
May-10,0.227617602,0.08650519,0.087489064,0,-0.647948164,-0.162999185,-0.087412587,0.27700831,-0.387221684,0.490196078,0.086281277
Jun-10,0.075700227,0.259291271,0.174825175,0.266666667,0,0,0.174978128,0,0.583090379,0.243902439,0.431034483
Jul-10,1.7397882,0.517241379,0.436300175,0.265957447,-1.086956522,0.408163265,1.135371179,0.73664825,0.483091787,0.811030008,0.17167382
Aug-10,-0.074349442,-0.085763293,0.086880973,0,0.32967033,0.243902439,0.259067358,-0.182815356,-0.096153846,-0.241351569,0.59982862
Sep-10,0,0.17167382,0.086805556,0.08841733,-0.766703176,0.324412003,-0.086132644,-0.091575092,0.096246391,-0.080645161,0.255536627
Oct-10,0.074404762,0.59982862,0.693842151,0.265017668,1.103752759,0.080840744,0.172413793,0.183318057,0.384615385,0.564971751,2.039082413
Nov-10,0.074349442,0.255536627,0.344530577,0.088105727,-0.655021834,-0.323101777,-0.17211704,0.182982617,0.095785441,-0.160513644,1.165695254
Dec-10,0,0.424808836,0.429184549,0.176056338,0.549450549,0.648298217,0.086206897,0.091324201,0.28708134,0.160771704,0.740740741
Jan-11,0.44576523,0.169204738,0.170940171,0.087873462,-0.546448087,0.322061192,-0.086132644,0.182481752,0.381679389,-0.080256822,0.653594771
Feb-11,-0.147928994,-0.084459459,-0.170648464,0,-0.549450549,0.080256822,0.172413793,0,0.095057034,0,0.081168831
Mar-11,-0.148148148,0.67624683,0.512820513,0.263388938,1.215469613,1.6840417,0.430292599,0.455373406,0.284900285,0.080321285,0.729927007
Apr-11,0.148367953,0.419815281,0.340136054,0,-0.76419214,0.157728707,0.171379606,-0.63463282,-0.09469697,0.481540931,1.207729469
May-11,0.518518519,0.334448161,0.338983051,0.437828371,1.540154015,0.393700787,0,0.547445255,-0.09478673,0,0.715990453
Jun-11,-0.073691968,-0.333333333,-0.337837838,-0.348735833,-0.108342362,0.392156863,-0.171086399,0.453720508,-0.09487666,0.159744409,-1.421800948
Jul-11,0.368731563,0.16722408,0.169491525,0.174978128,-0.10845987,0.3125,0.171379606,0,0.189933523,0.398724083,-0.240384615
Aug-11,0,0.250417362,0.253807107,0.262008734,0,0.15576324,0.342172797,0.722673893,-0.379146919,0.238284353,0.883534137
Sep-11,-0.146950771,0.333055787,0.337552743,0.43554007,0.977198697,0.388802488,0.170502984,0,0.285442436,-0.396196513,1.035031847
Oct-11,-0.073583517,0.331950207,0.168208579,0,-0.107526882,0.077459334,0.085106383,0.269058296,-0.09487666,0.636435959,0.709219858
Nov-11,0,0.082712986,0.167926113,0.173460538,-0.645855759,0.154798762,0.170068027,0.268336315,-0.284900285,-0.158102767,0.547730829
Dec-11,0,-0.165289256,-0.083822297,-0.086580087,-0.433369447,0.231839258,0.424448217,0,0,0.395882819,-1.40077821
Jan-12,0.368188513,0.579470199,0.33557047,0.346620451,0.761697497,0.231303007,-0.084530854,0.267618198,0,0.23659306,1.183898974
Feb-12,0.220102715,-0.082304527,0.08361204,-0.086355786,0.431965443,-0.153846154,0.253807107,0.177935943,0.095238095,-0.157356412,0.15600624
Mar-12,0.65885798,0.082372323,0.083542189,0.172860847,-0.752688172,-0.077041602,0.084388186,-0.177619893,0.475737393,-0.236406619,0.3894081
Apr-12,0.145454545,0.329218107,0.250417362,0.431406385,0.650054171,0.385505012,-0.084317032,0.088967972,0.378787879,0,0.930954228
May-12,0,-0.328137818,-0.24979184,-0.085910653,-1.076426265,0.230414747,0.084388186,0.266666667,0.094339623,0.078988942,-1.691006918
Jun-12,-0.145243282,-0.24691358,-0.166944908,-0.085984523,-0.217627856,-0.076628352,0.084317032,0.177304965,-0.094250707,0.236779795,-1.250977326
Jul-12,0.072727273,0,-0.16722408,-0.17211704,-0.436205016,0.460122699,-0.084245998,0,-0.188679245,0.157480315,-0.237529691
Aug-12,0.218023256,0.412541254,0.335008375,0.086206897,-0.438116101,0.305343511,0.84317032,-0.088495575,0.378071834,0.157232704,1.26984127
Sep-12,-0.145032632,0.164338537,0.166944908,0.086132644,0.440044004,-0.152207002,-0.919732441,0.265721878,-0.188323917,-0.156985871,0.862068966
Oct-12,0.072621641,0.246103363,0.25,0.08605852,0.328587076,0.381097561,0.253164557,0.176678445,-0.094339623,0.314465409,0.466200466
Nov-12,0.362844702,-0.081833061,-0.08312552,0.171969046,0.218340611,0,-0.084175084,0.176366843,0.472143532,-0.078369906,-0.850734725
Dec-12,0,-0.081900082,-0.083194676,0,0.217864924,0,0.084245998,0,0,0,-0.390015601
Jan-13,0.433839479,0.081967213,0.083263947,0,-0.760869565,-0.455580866,-0.168350168,0.264084507,-0.187969925,0.235294118,0
Feb-13,0.359971202,0.655200655,0.74875208,0.429184549,1.204819277,0.915331808,0,0.175592625,-0.282485876,0.078247261,2.662490211
Mar-13,0.286944046,-0.081366965,-0.247729149,0,0.541125541,0,0,0.262927257,-0.094428706,0.078186083,-1.601830664
Apr-13,0.214592275,-0.407166124,-0.331125828,0,-0.538213132,-0.22675737,-0.252951096,-0.174825175,0,0.15625,-0.930232558
May-13,0.713775874,0,0.083056478,0,0.108225108,0,-0.253592561,-0.262697023,0.094517958,0.07800312,-0.156494523
Jun-13,-0.141743444,0.245298446,0.248962656,0.085470085,-0.108108108,0,0.169491525,0.087796313,0,0.155884645,0.940438871
Jul-13,-0.283889283,0.163132137,0.165562914,0.085397096,0,0.151515152,-0.084602369,0.350877193,0.377714825,0.233463035,0.077639752
Aug-13,-0.071174377,0.081433225,0,0,0.432900433,0.529500756,0,-0.087412587,0,0,0.077579519
Sep-13,0.356125356,0.16273393,0.165289256,0.085324232,-1.077586207,0,0.254022015,0.174978128,-0.188146754,0.155279503,0.387596899
Oct-13,0.070972321,-0.081234768,-0.165016502,0.085251492,-0.653594771,0,-0.253378378,0.087336245,0.188501414,0.15503876,0
Nov-13,0.070921986,0.162601626,0.247933884,0.085178876,0.219298246,0.225733634,-0.084674005,0.087260035,0.470366886,0.464396285,-0.617760618
Dec-13,0.070871722,0.324675325,0.494641385,0.255319149,0.875273523,-0.15015015,0.169491525,0.435919791,0,0.077041602,1.243201243
Jan-14,-0.07082153,0.242718447,0.164068909,0.169779287,0.32537961,-0.30075188,0.084602369,0,0.374531835,0.461893764,-0.076745971
Feb-14,1.346562721,0.322841001,0.40950041,0.254237288,-0.432432432,0.678733032,0.084530854,0,0.279850746,0.153256705,0.998463902
Mar-14,1.538461538,0.160901046,0.081566069,0,-0.217155266,0.299625468,0,0.173611111,-0.558139535,0.535577659,-0.30418251
Apr-14,-0.068870523,0.401606426,0.244498778,0.169061708,0.979325354,0.522778193,0.168918919,-0.086655113,0,0.761035008,0.152555301
May-14,0.482425913,0.08,0.162601626,0.168776371,0.431034483,0.371471025,0.252951096,0.260190807,0.280636109,0.151057402,-0.228484387
Jun-14,0.480109739,0.239808153,0.081168831,0.168491997,0.536480687,0.59215396,-0.084104289,0.432525952,0.186567164,-0.301659125,0.229007634
Jul-14,0.409556314,0,0,0.084104289,-0.106723586,0.073583517,0.252525253,0,-0.09310987,0.302571861,-0.456968774
Aug-14,0.747790619,0.079744817,0.162206002,0.420168067,-0.534188034,-0.147058824,0.083963056,1.20585702,0.37278658,-0.150829563,0.076511094
Sep-14,0.20242915,0.15936255,0.08097166,0,0.537056928,0.58910162,0.083892617,0.085106383,0,0.075528701,-0.382262997
Oct-14,0.471380471,0.15910899,0.080906149,0.251046025,0.427350427,0.073206442,-0.25146689,0.255102041,0.278551532,0.226415094,0.153491942
Nov-14,0.201072386,-0.158856235,-0.242522231,0.083472454,0,0.512070227,0.672268908,0.339270568,-0.37037037,0,-1.455938697
Dec-14,0.066889632,-0.15910899,-0.162074554,0.166805671,-0.106382979,0.436681223,0,0.169061708,0.278810409,0.15060241,-1.399688958
Jan-15,0.334224599,-0.3187251,-0.568181818,0.083263947,0.425985091,0.434782609,0.166944908,0,0.092678406,0.07518797,-2.839116719
Feb-15,0.266489007,0.319744205,0.489795918,0.166389351,0,0.072150072,0.083333333,0.337552743,0.648148148,0,1.298701299
Mar-15,0.066445183,0.478087649,0.324939074,0.249169435,0.212089077,0.21629416,-0.24979184,0.168208579,0.18399264,0.15026296,1.201923077
Apr-15,0.531208499,-0.237906423,-0.16194332,0.082850041,-0.211640212,0.287769784,0.083472454,0.335852225,-0.550964187,-0.150037509,-0.554235946
May-15,0.066050198,0.39745628,0.324412003,0.165562914,-0.424178155,0.573888092,0.417014178,0,0.923361034,0.07513148,0.796178344
Jun-15,0.264026403,0.395882819,0.323362975,0.082644628,0,0.142653352,0,0.083682008,0.365965233,0.225225225,1.342812006
Jul-15,0.131665569,0.23659306,0.322320709,0.247729149,0.851970181,-0.071225071,0.249169435,0.16722408,-0.091157703,0.224719101,0.311769291
Aug-15,0.131492439,0,0,0.164744646,0.316789863,0.28510335,-0.248550124,0.500834725,0.45620438,0.074738416,-0.543900544
Sep-15,0.328299409,-0.078678206,-0.240963855,0.164473684,-0.105263158,0.568585643,0.249169435,0.166112957,0.181653043,0,-1.875
Oct-15,0.065445026,0.157480315,0.080515298,0.082101806,0,0.636042403,0.082850041,-0.08291874,0.090661831,0.298730396,0.557324841
Nov-15,0.71942446,0.078616352,0.080450523,0.082034454,0.52687039,-0.140449438,0.579470199,-0.414937759,-0.452898551,0.074460164,0.395882819
Dec-15,0.12987013,0.078554595,0.080385852,0.081967213,-1.257861635,0.632911392,-0.164609053,0.166666667,0.272975432,0.074404762,0.23659306
Jan-16,0.453955901,0.078492936,-0.080321285,0.163800164,-0.318471338,0.628930818,0.164880462,0.166389351,0.272232305,0.074349442,-0.944138474
Feb-16,0.322788896,-0.156862745,-0.241157556,0,-0.745473908,0.138888889,0,0.415282392,-0.090497738,0.074294205,-1.032565528
Mar-16,0.45045045,0.314218382,0.322320709,0.408830744,1.180257511,0.069348128,0.164609053,0.248138958,0.18115942,0.07423905,0.642054575
Apr-16,0.192184497,0.156617071,0.401606426,0.244299674,0,-0.554400554,0.164338537,0.247524752,0.090415913,0.074183976,1.196172249
May-16,-0.063938619,0.312744332,0.4,0.243704305,0.636267232,-0.487804878,0.164068909,0.329218107,0.27100271,0.148257969,0.866824271
Jun-16,0,0.233826968,0.3187251,0.162074554,0.105374078,-0.420168067,0,0.164068909,0,0.370096225,0.78125
Jul-16,0.383877159,-0.077760498,0,0.161812298,-0.842105263,0.140646976,0,0.081900082,0.45045045,0.294985251,-0.620155039
Aug-16,0.063734863,0.077821012,0.079428118,0.080775444,0.318471338,-0.140449438,0.327600328,0.081833061,-0.089686099,0.147058824,0.07800312
Sep-16,0.318471338,0.155520995,0.238095238,0.1614205,0.634920635,-0.421940928,0.081632653,-0.245298446,0.359066427,0,0.545596259
Oct-16,0.380952381,0.232919255,0.316706255,0,-0.315457413,-0.070621469,0.163132137,0,0.268336315,0.513950073,0.852713178
Nov-16,0.126502214,-0.154918668,-0.157853197,0,-0.632911392,-0.070671378,0.081433225,-0.327868852,0.356824264,0.219138057,-0.92236741
Dec-16,0.31585597,0.310318076,0.4743083,0.241740532,0.106157113,-0.212164074,0.081366965,0.164473684,0.355555556,0.072886297,1.396431342
Jan-17,0.251889169,0.618716164,0.708103855,0.40192926,-0.212089077,-0.212615167,0.325203252,0.082101806,0.885739593,0.36416606,2.142310635
Feb-17,0.125628141,-0.153727902,-0.15625,0,-0.212539851,0.071022727,0,-0.246103363,0.087796313,-0.145137881,-0.449438202
Mar-17,0.062735257,-0.153964588,-0.312989045,0,0,0.283889283,0.243111831,-0.246710526,0.438596491,0.072674419,-1.128668172
Apr-17,0.250783699,0.308404009,0.313971743,0,-1.597444089,0.566171267,0.161681487,0.577081616,-0.174672489,0.145243282,0.608828006
May-17,0.187617261,-0.153727902,-0.312989045,0.160128102,1.298701299,0.422237861,0.08071025,0.163934426,-0.612423447,-0.145032632,-0.983358548
Jun-17,0.374531835,0,-0.078492936,0.159872102,-0.320512821,0.210231254,0.161290323,0.163666121,0.440140845,0.072621641,-0.840336134
Jul-17,0.435323383,0.153964588,0.157109191,0.159616919,0.857449089,0.20979021,0.322061192,-0.326797386,-0.438212095,-0.07256894,0.693374422
Aug-17,0.123839009,0.230591852,0.31372549,0.079681275,-0.106269926,0.139567341,0.080256822,0,-0.088028169,0.217864924,0.994644223
Sep-17,0.371057514,0.23006135,0.234558249,0,-0.957446809,0,-0.080192462,-0.327868852,0.704845815,0.072463768,1.515151515
Oct-17,0.061614295,0.153022188,0.15600624,0.238853503,0.322234157,-0.069686411,0.401284109,0.493421053,-0.437445319,0.362056481,0
Nov-17,0.246305419,0.611153552,0.700934579,0.31771247,0.642398287,0.209205021,-0.559552358,0.409165303,0.702987698,0.216450216,1.865671642
Dec-17,0.184275184,0.075930144,0.154679041,0.158353127,0.531914894,0.069589422,0.482315113,-1.059494703,-0.261780105,0.215982721,0.293040293
Jan-18,0.306560392,0.379362671,0.308880309,0.23715415,0,0.139082058,0.16,1.153212521,0.174978128,0.359195402,0.365230095
Feb-18,0.488997555,0.22675737,0.461893764,0.315457413,-0.317460317,0.069444444,0.319488818,0.407166124,0.174672489,0.214745884,0.873362445
Mar-18,0.97323601,0.075414781,0,0,-0.318471338,-0.069396253,0.557324841,-0.486618005,0.95902354,0,-0.216450216
Apr-18,0.903614458,0.07535795,0.076628352,0.078616352,0.638977636,0.416666667,-0.316706255,0.814995925,-1.640759931,0.214285714,-0.21691974
May-18,0.059701493,0.075301205,0.076569678,-0.157109191,-0.211640212,-0.20746888,0.079428118,-0.889248181,1.141352063,0.071275837,0.144927536
Jun-18,0.53699284,0.15048909,0.076511094,0.314712825,0.636267232,0.415800416,0.158730159,-0.244698206,-0.78125,0.071225071,0.651230101
Jul-18,0.178041543,0.450788881,0.458715596,0.392156863,-0.210748156,0.207039337,-0.079239303,0.490596893,1.399825022,0.355871886,0.718907261
Aug-18,0.355450237,0.149588631,0.152207002,0.15625,0,0.344352617,0.237906423,0.081366965,0.086281277,0.141843972,0.214132762
Sep-18,0.118063754,-0.074682599,-0.151975684,0,-0.211193242,0.274536719,-0.079113924,0.243902439,-0.25862069,0.212464589,-0.427350427
Oct-18,0.117924528,0.298953662,0.304414003,0.23400936,0.211640212,0.136892539,0,0.405515004,0.345721694,0.35335689,0.357653791
Nov-18,0.176678445,-0.149031297,-0.227617602,0.155642023,-0.105596621,0.2734108,-0.950118765,0,-0.172265289,0.211267606,-1.069137562
Dec-18,0.117577895,0.223880597,0.152091255,0.466200466,0,0.749829584,0.71942446,0.080775444,0,0,-0.144092219
Jan-19,0.352319436,0,-0.075930144,-0.154679041,0.422832981,0.067658999,0,-0.08071025,0,0.491918482,-0.577200577
Feb-19,0.058513751,0.297840655,0.303951368,0.309837335,0.631578947,0.405679513,0.317460317,-0.242326333,-0.086281277,0.27972028,0.943396226
Mar-19,-0.058479532,0.371195249,0.378787879,0.154440154,-0.209205021,0.336700337,0.237341772,-0.16194332,0.172711572,0.278940028,1.222142344
Apr-19,0.117027501,0.295857988,0.301886792,0.231303007,0.104821803,0,0.078926598,0.162206002,0.086206897,0.208623088,0.355113636
May-19,0.116890707,0.294985251,0.300978179,0.307692308,0.209424084,0.33557047,0.394321767,0.24291498,1.033591731,0.069396253,0.778485492
Jun-19,-0.233508465,-0.073529412,0,0.076687117,0,0.468227425,0.314218382,0.161550889,-0.42625746,-0.138696255,-0.632022472
Jul-19,-0.058513751,0.367917586,0.225056264,0.229885057,0,0.399467377,0.156617071,-0.483870968,2.054794521,0.208333333,0.565371025
Aug-19,0.117096019,0,0,0.152905199,0.104493208,0.132625995,-0.312744332,0.081037277,-0.587248322,0.207900208,0.070274069
Sep-19,-0.058479532,-0.073313783,0,0.076335878,1.14822547,0.198675497,0.235294118,0.08097166,-1.265822785,0.138312586,-0.491573034
Oct-19,0.292568754,0.293470286,0.224550898,0.228832952,0,0.132187707,0,0,0.256410256,0.621546961,0.352858151
Nov-19,0.4084014,0.07315289,0,-0.228310502,0.206398349,0.132013201,0.156494523,0,-1.278772379,0.13726836,0.421940928
Dec-19,-0.69726903,0.365497076,0.298730396,0.228832952,0.205973223,0.329597891,0.234375,-0.161812298,-0.259067358,0.274160384,0.910364146
Jan-20,0.351082504,0.145666424,0.223380491,0.076103501,0.616649538,0.459921156,0.389711613,-0.162074554,-0.086580087,0.0683527,0.624566273
Feb-20,-0.116618076,0.145454545,0.222882615,0.380228137,0.51072523,-0.523217789,0.077639752,0.324675325,0.606585789,0.204918033,-0.068965517
Mar-20,0.058377116,-1.016702977,-1.111934766,-0.075757576,0.304878049,0.131492439,0,0,-0.689061154,-0.136332652,-4.554865424
Apr-20,0.175029172,-0.513573001,-0.974512744,-0.151630023,-6.788247214,1.116217991,-0.387897595,0.161812298,-0.086730269,-0.341296928,-1.518438178
May-20,0,-0.147492625,-0.075700227,-0.227790433,-1.630434783,-0.064935065,0,-0.323101777,-0.347222222,-0.273972603,1.395007342
Jun-20,0.058241118,0.812407681,0.833333333,0.304414003,2.430939227,0.32488629,-0.07788162,0.081037277,0.261324042,0.549450549,1.665459812
Jul-20,0.058207218,0,0,-0.227617602,1.078748652,0,0.233826968,0.32388664,-0.608166811,0,-0.142450142
Aug-20,-0.116346713,0.21978022,0.3756574,0.152091255,0.747065101,-0.388601036,0.622083981,0,0.611888112,0.273224044,0.285306705
Sep-20,0.291205591,0.219298246,0.299401198,0.227790433,-0.847457627,-0.195058518,0.309119011,-0.08071025,0.781928758,0.340599455,0.853485064
Oct-20,0.232288037,0.291757841,0.149253731,0.227272727,-0.320512821,0.781758958,0.231124807,0.161550889,-0.172413793,0.678886626,0.070521862
Nov-20,-0.173812283,0.363636364,0.521609538,0.377928949,0.857449089,-0.129282482,0.230591852,0.241935484,1.122625216,0.269723533,0.845665962
Dec-20,0.058038305,0.362318841,0.370644922,0.075301205,-0.425079702,-0.194174757,0,0,0.853970965,0,1.257861635
Jan-21,0.116009281,0.36101083,0.516986706,0.376222724,0.106723586,0.129701686,0,0.56315366,0.254022015,-0.201748487,1.518288475
Feb-21,0.347624565,0.143884892,0.073475386,-0.074962519,-0.106609808,0.323834197,0.23006135,-0.24,-1.858108108,0.269541779,0.747790619
Mar-21,0.173210162,0.07183908,0.146842878,0,-0.106723586,0.064557779,0.153022188,-1.042502005,-0.344234079,0.806451613,-0.20242915
Apr-21,0.288184438,0.574300072,0.586510264,0.600150038,0.534188034,0.129032258,0.916730328,0.729335494,1.03626943,0.466666667,0.743745774
May-21,0.459770115,0.142755175,0.072886297,0.223713647,-0.212539851,0.579896907,0.151400454,0.160901046,-0.085470085,0.663570007,-0.604026846
Jun-21,0.228832952,0.28510335,0.218499636,0.148809524,-0.212992545,0.192184497,0.22675737,0,-0.085543199,0.725115359,-0.067521945
Jul-21,-0.171232877,0.568585643,0.654069767,0.371471025,0.640341515,0.383631714,0.452488688,0.642570281,0.684931507,0.458115183,0.945945946
Aug-21,0.628930818,0.706713781,0.722021661,0.44411547,-0.212089077,0.636942675,-0.075075075,0.239425379,0.085034014,0.260586319,2.275769746
Sep-21,0.056818182,0.49122807,0.430107527,0.29476787,0,0.82278481,0.3756574,0.079617834,0.59473237,0.32488629,1.243455497
Oct-21,0.113571834,0.488826816,0.499643112,0.367376929,-0.106269926,0.69052103,0.149700599,0.397772474,1.097972973,0.647668394,0.646412411
Nov-21,0.283607487,0.41695622,0.355113636,0.219619327,0.85106383,0.561097257,0.074738416,0.079239303,0.167084378,0.321750322,0.899165061
Dec-21,-0.056561086,0.484429066,0.42462845,0.438276114,-0.316455696,0.619962802,-0.074682599,0.475059382,0.333611343,0.577293137,0.891152132
Jan-22,0.848896435,0.619834711,0.704721635,0.509090909,0.634920635,0.616142945,0.373692078,0.551615445,0.831255195,0.510204082,0.883280757
Feb-22,0.168350168,0.684462697,0.489853044,0.361794501,-0.210304942,1.163502756,0.372300819,0.39184953,-0.082440231,0.634517766,0.938086304
Mar-22,0.392156863,1.01971448,1.114206128,0.64888248,-0.316122234,1.089588378,0.445103858,0.780640125,0.99009901,1.008827238,1.858736059
Apr-22,0.111607143,0.740242261,0.550964187,0.573065903,0,1.077844311,0.812407681,0.232378002,-0.245098039,1.061173533,0.97323601
May-22,0.2787068,1.002004008,1.095890411,0.641025641,1.268498943,0.651658768,0.43956044,1.468315301,0.900900901,0.679431748,1.987951807
Jun-22,0.277932185,0.595238095,0.609756098,0.353857042,0.208768267,0.235432607,0.510576222,0.152322925,0.649350649,0.36809816,1.949202599
Jul-22,0.609756098,0.131492439,0.134680135,0.493653032,-0.625,0.763358779,0.435413643,0,0.483870968,0.366748166,-1.100811124
Aug-22,0.385674931,0.065659882,-0.201748487,0.280701754,0,1.165501166,0.433526012,0.380228137,-0.080256822,-0.06090134,-1.054481547
Sep-22,0.27442371,0.393700787,0.202156334,0.419874038,0.104821803,1.094470046,0.35971223,0.378787879,0.080321285,0.487507617,-0.296033156
Oct-22,0.547345375,0.522875817,0.605245461,0.278745645,0.314136126,0.512820513,0.501792115,0.075471698,0,0.78835658,1.009501188
Nov-22,0.544365814,0.325097529,0.267379679,0.277970813,-0.626304802,0.793650794,0.713266762,0.150829563,0.160513644,0.601684717,0
Dec-22,0.270709258,0,-0.133333333,0.346500347,0.945378151,0.506186727,0.566572238,-0.075301205,-0.16025641,0.358851675,-0.881834215
Jan-23,0.701943844,0.259235256,0.066755674,0.138121547,-0.312174818,0.951315053,0.492957746,-0.376789751,0,0.119189511,-0.237247924
Feb-23,0.482573727,0.129282482,0.133422282,0.344827586,0.835073069,0.44345898,0.490539594,0.832072617,-0.240770465,0.178571429,-0.772889417
Mar-23,0.693703308,0.258231117,0.199866755,0.343642612,0.310559006,0.441501104,0.557880056,-0.075018755,0.482703138,0.356506239,-0.23966447
Apr-23,0.211976683,0.515132003,0.39893617,0.342465753,-0.103199174,0.549450549,0.554785021,0,0.880704564,0.592066311,0.48048048
May-23,0.370174511,0.064061499,0.066225166,0.204778157,-0.309917355,0.546448087,0.482758621,-0.15015015,0.555555556,0.412007063,-1.075911536
